id,station_name,longitude,latitude,elevation,code,abbreviation,yyyy,mm,dd,obs
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,1,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,2,4
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,3,7.6
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,4,2.5
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,5,2.7
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,6,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,7,8.1
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,8,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,9,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,10,1
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,11,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,12,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,13,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,14,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,15,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,16,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,17,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,18,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,19,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,20,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,21,9.9
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,22,0
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,23,27.4
01RT0059,CARNEY ESTATE,80.45,6.78,16,5,PRECIP,1914,1,24,45.4
